역이름,역지역,호선,번호,개방서,개방,개방자,관리번,인허가,영업상,영업,상세영,상세,재개업,소재지,소재��,소재��_1,소재��_2,도로명�,도로��,사업장�,최종수�,데이터�,데이��,업태구�,점포구�,학교ID,학교명,학교급�,설립일�,설립형�,본교분�,운영상�,소재��_3,소재��_4,시도교�,시도��,교육지�,교육��,생성일�,변경일�,데이��_1,id_num,공원수,x,y
신당역,수도권,02호선,"1524",대규모점포,08_25_01_P,"3010000","2008301010007500002","20080626","1",영업/정상,"1",정상영업,,02-2290-1234,20144.479999999999563,100899.000000000000000,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),100899.000000000000000,주식회사 이마트 청계천점,20200907112339,U,2020/09/09 02:40:00.000,대형마트,대규모점포,B000002099,서울광희초등학교,초등학교,1900/11/01,공립,본교,운영,서울특별시 중구 신당동 254-16,서울특별시 중구 다산로 269,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"33",3.000000000000000,127.0172289609,37.5682923373
신당역,수도권,02호선,"1524",대규모점포,08_25_01_P,"3010000","2008301010007500002","20080626","1",영업/정상,"1",정상영업,,02-2290-1234,20144.479999999999563,100899.000000000000000,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),100899.000000000000000,주식회사 이마트 청계천점,20200907112339,U,2020/09/09 02:40:00.000,대형마트,대규모점포,B000011293,성동공업고등학교,고등학교,1944/04/01,공립,본교,운영,서울특별시 중구 흥인동 1-1,서울특별시 중구 다산로 290,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"34",3.000000000000000,127.0180592264,37.5689706680
뚝섬역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000008416,경일중학교,중학교,2004/05/06,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,서울특별시 성동구 성수일로 27,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"35",4.000000000000000,127.0497354502,37.5432822208
뚝섬역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000002349,서울경동초등학교,초등학교,1913/10/01,공립,본교,운영,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"36",5.000000000000000,127.0501837534,37.5434739740
뚝섬역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000013451,경일고등학교,고등학교,2004/05/06,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,서울특별시 성동구 성수일로 27,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"37",4.000000000000000,127.0497354502,37.5432822208
성수역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000002349,서울경동초등학교,초등학교,1913/10/01,공립,본교,운영,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"38",5.000000000000000,127.0514780693,37.5433373937
성수역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000008413,경수중학교,중학교,1981/05/04,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"39",5.000000000000000,127.0579402939,37.5406381044
성수역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000002350,서울경수초등학교,초등학교,1982/04/29,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"40",6.000000000000000,127.0571215043,37.5410238298
성수역,수도권,02호선,"848",대규모점포,08_25_01_P,"3030000","2005303007407500001","20050331","1",영업/정상,"1",정상영업,,02-3408-1234,17318.000000000000000,133120.000000000000000,서울특별시 성동구 성수동2가 333번지 16호,서울특별시 뚝섬로 379,133120.000000000000000,(주)이마트 성수점,20220330165536,U,2022/04/01 02:40:00.000,대형마트,대규모점포,B000011302,성수공업고등학교,고등학교,1998/06/05,공립,본교,운영,서울특별시 성동구 성수동2가 333-128,서울특별시 성동구 뚝섬로 365,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"41",5.000000000000000,127.0524942834,37.5415656816
건대입구역,수도권,02호선,"1399",대규모점포,08_25_01_P,"3040000","2006304007307500002","20061214","1",영업/정상,"1",정상영업,,"000220241234",11045.549999999999272,,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758.000000000000000,(주)이마트 자양점,20210903110413,U,2021/09/05 02:40:00.000,대형마트,대규모점포,B000011940,건국대학교사범대학부속고등학교,고등학교,1980/05/15,사립,본교,운영,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"42",4.000000000000000,127.0736666746,37.5394119187
건대입구역,수도권,02호선,"1399",대규모점포,08_25_01_P,"3040000","2006304007307500002","20061214","1",영업/정상,"1",정상영업,,"000220241234",11045.549999999999272,,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758.000000000000000,(주)이마트 자양점,20210903110413,U,2021/09/05 02:40:00.000,대형마트,대규모점포,B000011936,자양고등학교,고등학교,1984/05/15,공립,본교,운영,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"43",7.000000000000000,127.0723241706,37.5371475736
건대입구역,수도권,02호선,"1399",대규모점포,08_25_01_P,"3040000","2006304007307500002","20061214","1",영업/정상,"1",정상영업,,"000220241234",11045.549999999999272,,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758.000000000000000,(주)이마트 자양점,20210903110413,U,2021/09/05 02:40:00.000,대형마트,대규모점포,B000002376,서울신양초등학교,초등학교,1979/04/11,공립,본교,운영,서울특별시 광진구 자양동 504,서울특별시 광진구 능동로 42,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"44",11.000000000000000,127.0697873425,37.5361581172
건대입구역,수도권,02호선,"1399",대규모점포,08_25_01_P,"3040000","2006304007307500002","20061214","1",영업/정상,"1",정상영업,,"000220241234",11045.549999999999272,,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758.000000000000000,(주)이마트 자양점,20210903110413,U,2021/09/05 02:40:00.000,대형마트,대규모점포,B000002375,서울동자초등학교,초등학교,1984/12/05,공립,본교,운영,서울특별시 광진구 자양동 518-1,서울특별시 광진구 뚝섬로 561,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"45",8.000000000000000,127.0713838006,37.5364855222
잠실나루역,수도권,02호선,"1546",대규모점포,08_25_01_P,"3230000","2014323019807500012","20140717","1",영업/정상,"1",정상영업,,02-2145-8494,6665.890000000000327,,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)",5551.000000000000000,롯데쇼핑(주) 롯데마트 월드타워점,20220429164126,U,2022/05/03 02:40:00.000,대형마트,대규모점포,B000002134,서울잠동초등학교,초등학교,1980/09/29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"46",4.000000000000000,127.1012605366,37.5170828449
잠실나루역,수도권,02호선,"1594",대규모점포,08_25_01_P,"3230000","2007323013107500001","20070709","1",영업/정상,"1",정상영업,,"0234688122",13934.639999999999418,,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동),138240.000000000000000,홈플러스(주)잠실점,20210607194839,U,2021/06/09 02:40:00.000,대형마트,대규모점포,B000008263,잠실중학교,중학교,1980/05/06,공립,본교,운영,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"47",4.000000000000000,127.0998950575,37.5183705685
잠실나루역,수도권,02호선,"1594",대규모점포,08_25_01_P,"3230000","2007323013107500001","20070709","1",영업/정상,"1",정상영업,,"0234688122",13934.639999999999418,,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동),138240.000000000000000,홈플러스(주)잠실점,20210607194839,U,2021/06/09 02:40:00.000,대형마트,대규모점포,B000002134,서울잠동초등학교,초등학교,1980/09/29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"48",4.000000000000000,127.1005750023,37.5185444719
잠실역,수도권,02호선,"1546",대규모점포,08_25_01_P,"3230000","2014323019807500012","20140717","1",영업/정상,"1",정상영업,,02-2145-8494,6665.890000000000327,,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)",5551.000000000000000,롯데쇼핑(주) 롯데마트 월드타워점,20220429164126,U,2022/05/03 02:40:00.000,대형마트,대규모점포,B000008263,잠실중학교,중학교,1980/05/06,공립,본교,운영,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"49",3.000000000000000,127.1000118206,37.5165281680
잠실역,수도권,02호선,"1546",대규모점포,08_25_01_P,"3230000","2014323019807500012","20140717","1",영업/정상,"1",정상영업,,02-2145-8494,6665.890000000000327,,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)",5551.000000000000000,롯데쇼핑(주) 롯데마트 월드타워점,20220429164126,U,2022/05/03 02:40:00.000,대형마트,대규모점포,B000002134,서울잠동초등학교,초등학교,1980/09/29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"50",3.000000000000000,127.1008799254,37.5169156818
잠실역,수도권,02호선,"1594",대규모점포,08_25_01_P,"3230000","2007323013107500001","20070709","1",영업/정상,"1",정상영업,,"0234688122",13934.639999999999418,,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동),138240.000000000000000,홈플러스(주)잠실점,20210607194839,U,2021/06/09 02:40:00.000,대형마트,대규모점포,B000008263,잠실중학교,중학교,1980/05/06,공립,본교,운영,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"51",3.000000000000000,127.0991113423,37.5169301423
잠실역,수도권,02호선,"1594",대규모점포,08_25_01_P,"3230000","2007323013107500001","20070709","1",영업/정상,"1",정상영업,,"0234688122",13934.639999999999418,,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동),138240.000000000000000,홈플러스(주)잠실점,20210607194839,U,2021/06/09 02:40:00.000,대형마트,대규모점포,B000002134,서울잠동초등학교,초등학교,1980/09/29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,"7010000",서울특별시교육청,"7130000",서울특별시강동송파교육지원청,2013/11/29,2022/07/01,2022/09/21,"52",3.000000000000000,127.0999908649,37.5172155214
왕십리역,수도권,경의선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000008420,한양대학교사범대학부속중학교,중학교,1960/01/18,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"53",1.000000000000000,127.0414065538,37.5619099911
왕십리역,수도권,경의선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000008414,동마중학교,중학교,1985/04/26,공립,본교,운영,서울특별시 성동구 마장동 405-45,서울특별시 성동구 마조로11길 18,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"54",2.000000000000000,127.0402432468,37.5627500404
왕십리역,수도권,경의선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000013452,한양대학교사범대학부속고등학교,고등학교,1960/05/15,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"55",1.000000000000000,127.0414065538,37.5619099911
상봉역,수도권,경의선,"830",대규모점포,08_25_01_P,"3060000","2010306009507500001","20000503","1",영업/정상,"1",정상영업,,02-490-1052,9961.600000000000364,131230.000000000000000,서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),131809.000000000000000,주식회사 이마트 상봉점,20200511172146,U,2020/05/13 02:40:00.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"56",3.000000000000000,127.0897399216,37.5997877266
상봉역,수도권,경의선,"832",대규모점포,08_25_01_P,"3060000","2010306009507500003","20101229","1",영업/정상,"1",정상영업,,"0269228100",22618.650000000001455,131221.000000000000000,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857.000000000000000,홈플러스(주) 서울 상봉점,20210611132746,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000001873,서울상봉초등학교,초등학교,1983/10/25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"57",4.000000000000000,127.0851370086,37.5980138073
상봉역,수도권,경의선,"832",대규모점포,08_25_01_P,"3060000","2010306009507500003","20101229","1",영업/정상,"1",정상영업,,"0269228100",22618.650000000001455,131221.000000000000000,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857.000000000000000,홈플러스(주) 서울 상봉점,20210611132746,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"58",3.000000000000000,127.0889301584,37.6002103083
상봉역,수도권,경의선,"832",대규모점포,08_25_01_P,"3060000","2010306009507500003","20101229","1",영업/정상,"1",정상영업,,"0269228100",22618.650000000001455,131221.000000000000000,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857.000000000000000,홈플러스(주) 서울 상봉점,20210611132746,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000001879,서울중흥초등학교,초등학교,1999/10/02,공립,본교,운영,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"59",3.000000000000000,127.0859547363,37.6006819334
상봉역,수도권,경의선,"834",대규모점포,08_25_01_P,"3060000","2005306007507500001","20010418","1",영업/정상,"1",정상영업,,02-439-1144,9776.280000000000655,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858.000000000000000,코스트코홀세일 상봉점,20151203175405,I,2018/08/31 23:59:59.000,대형마트,대규모점포,B000001873,서울상봉초등학교,초등학교,1983/10/25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"60",4.000000000000000,127.0850080733,37.5976832093
상봉역,수도권,경의선,"834",대규모점포,08_25_01_P,"3060000","2005306007507500001","20010418","1",영업/정상,"1",정상영업,,02-439-1144,9776.280000000000655,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858.000000000000000,코스트코홀세일 상봉점,20151203175405,I,2018/08/31 23:59:59.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"61",3.000000000000000,127.0889301584,37.6002103083
망우역,수도권,경의선,"830",대규모점포,08_25_01_P,"3060000","2010306009507500001","20000503","1",영업/정상,"1",정상영업,,02-490-1052,9961.600000000000364,131230.000000000000000,서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),131809.000000000000000,주식회사 이마트 상봉점,20200511172146,U,2020/05/13 02:40:00.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"62",3.000000000000000,127.0909934187,37.6002151801
망우역,수도권,경의선,"832",대규모점포,08_25_01_P,"3060000","2010306009507500003","20101229","1",영업/정상,"1",정상영업,,"0269228100",22618.650000000001455,131221.000000000000000,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857.000000000000000,홈플러스(주) 서울 상봉점,20210611132746,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000001876,서울중화초등학교,초등학교,1946/11/07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"63",2.000000000000000,127.0931492169,37.6016983979
망우역,수도권,경의선,"832",대규모점포,08_25_01_P,"3060000","2010306009507500003","20101229","1",영업/정상,"1",정상영업,,"0269228100",22618.650000000001455,131221.000000000000000,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857.000000000000000,홈플러스(주) 서울 상봉점,20210611132746,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"64",3.000000000000000,127.0901563332,37.6012415032
