역이름,역지역,호선,번호,개방서,개방,개방자,관리번,인허가,영업상,영업,상세영,상세,재개업,소재지,소재��,소재��_1,소재��_2,도로명�,도로��,사업장�,최종수�,데이터�,데이��,업태구�,점포구�,학교ID,학교명,학교급�,설립일�,설립형�,본교분�,운영상�,소재��_3,소재��_4,시도교�,시도��,교육지�,교육��,생성일�,변경일�,데이��_1,id_num,공원수,x,y
망우역,수도권,경의선,"834",대규모점포,08_25_01_P,"3060000","2005306007507500001","20010418","1",영업/정상,"1",정상영업,,02-439-1144,9776.280000000000655,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858.000000000000000,코스트코홀세일 상봉점,20151203175405,I,2018/08/31 23:59:59.000,대형마트,대규모점포,B000008107,상봉중학교,중학교,2001/05/06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"65",3.000000000000000,127.0901429406,37.6006044072
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000004569,남양주미금초등학교,초등학교,1983/10/08,공립,본교,운영,경기도 남양주시 다산동 4028-14,경기도 남양주시 미금로56번길 32-13,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"66",7.000000000000000,127.1563936816,37.6089001013
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000004559,금교초등학교,초등학교,2001/09/01,공립,본교,운영,경기도 남양주시 다산동 4002-17,경기도 남양주시 미금로 194,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"67",6.000000000000000,127.1607227194,37.6127214319
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000012695,동화고등학교,고등학교,1973/06/05,사립,본교,운영,경기도 남양주시 다산동 4106,경기도 남양주시 경춘로 434,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"68",5.000000000000000,127.1619037000,37.6079309900
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000004568,도농초등학교,초등학교,2002/03/01,공립,본교,운영,경기도 남양주시 다산동 4002-6,경기도 남양주시 도농로 72,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"69",7.000000000000000,127.1582190827,37.6116737768
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000009608,도농중학교,중학교,2002/03/01,공립,본교,운영,경기도 남양주시 다산동 4002-40,경기도 남양주시 미금로 234,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"70",9.000000000000000,127.1625824464,37.6104926355
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000009612,동화중학교,중학교,1950/06/05,사립,본교,운영,경기도 남양주시 다산동 4106,경기도 남양주시 경춘로 434,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"71",5.000000000000000,127.1619037000,37.6079309900
도농역,수도권,경의선,"1736",대규모점포,08_25_01_P,"3990000","2008399008907500001","20080328","1",영업/정상,"1",정상영업,,031-579-1052,10760.000000000000000,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.000000000000000,(주)이마트 다산점,20200429085921,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000004570,남양주양정초등학교,초등학교,1949/10/18,공립,본교,운영,경기도 남양주시 다산동 3099-43,경기도 남양주시 경춘로 468-33,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"72",7.000000000000000,127.1639289719,37.6086516531
덕소역,수도권,경의선,"1734",대규모점포,08_25_01_P,"3990000","2005399008907500001","20050324","1",영업/정상,"1",정상영업,,031 579 7700,7189.000000000000000,,경기도 남양주시 와부읍 덕소리 501-3호,경기도 남양주시 와부읍 월문천로 33,472900.999999999941792,롯데쇼핑(주)롯데마트덕소점,20220503173637,U,2022/05/05 02:40:00.000,대형마트,대규모점포,B000004599,덕소초등학교,초등학교,1924/10/24,공립,본교,운영,경기도 남양주시 와부읍 덕소리 431-1,경기도 남양주시 와부읍 수레로 17,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"73",10.000000000000000,127.2136210221,37.5872740387
도심역,수도권,경의선,"1734",대규모점포,08_25_01_P,"3990000","2005399008907500001","20050324","1",영업/정상,"1",정상영업,,031 579 7700,7189.000000000000000,,경기도 남양주시 와부읍 덕소리 501-3호,경기도 남양주시 와부읍 월문천로 33,472900.999999999941792,롯데쇼핑(주)롯데마트덕소점,20220503173637,U,2022/05/05 02:40:00.000,대형마트,대규모점포,B000004602,남양주도곡초등학교,초등학교,1999/03/02,공립,본교,운영,경기도 남양주시 와부읍 도곡리 산46-7,경기도 남양주시 와부읍 덕소로 179,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"74",2.000000000000000,127.2177972581,37.5811817331
도심역,수도권,경의선,"1734",대규모점포,08_25_01_P,"3990000","2005399008907500001","20050324","1",영업/정상,"1",정상영업,,031 579 7700,7189.000000000000000,,경기도 남양주시 와부읍 덕소리 501-3호,경기도 남양주시 와부읍 월문천로 33,472900.999999999941792,롯데쇼핑(주)롯데마트덕소점,20220503173637,U,2022/05/05 02:40:00.000,대형마트,대규모점포,B000012702,덕소고등학교,고등학교,1983/04/28,사립,본교,운영,경기도 남양주시 와부읍 도곡리 986,경기도 남양주시 와부읍 덕소로 194,"7530000",경기도교육청,"7652000",경기도구리남양주교육지원청,2013/11/29,2022/07/01,2022/09/21,"75",2.000000000000000,127.2174085774,37.5809435688
양평역,수도권,경의선,"913",대규모점포,08_25_01_P,"3180000","2005318007607500003","20051111","1",영업/정상,"1",정상영업,,02-2630-2651,8724.729999999999563,,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가),,코스트코 홀세일,20170707103641,I,2018/08/31 23:59:59.000,대형마트,대규모점포,B000002004,서울당중초등학교,초등학교,1949/10/28,공립,본교,운영,서울특별시 영등포구 양평동3가 42,서울특별시 영등포구 선유로 131,"7010000",서울특별시교육청,"7041000",서울특별시남부교육지원청,2013/11/29,2022/07/01,2022/09/21,"76",6.000000000000000,126.8894312454,37.5262987868
서울역,수도권,경의선,"1520",대규모점포,08_25_01_P,"3010000","2004301007107500001","20040601","1",영업/정상,"1",정상영업,,02   4118500,11090.620000000000800,,서울특별시 중구 봉래동2가 122호,서울특별시 중구 청파로 426 (봉래동2가),100162.000000000000000,롯데쇼핑(주)롯데마트서울역점,20220510092353,U,2022/05/12 02:40:00.000,대형마트,대규모점포,B000002098,서울봉래초등학교,초등학교,1895/09/18,공립,본교,운영,서울특별시 중구 만리동2가 2,서울특별시 중구 손기정로 73,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"77",7.000000000000000,126.9663886372,37.5559623501
서울역,수도권,경의선,"1520",대규모점포,08_25_01_P,"3010000","2004301007107500001","20040601","1",영업/정상,"1",정상영업,,02   4118500,11090.620000000000800,,서울특별시 중구 봉래동2가 122호,서울특별시 중구 청파로 426 (봉래동2가),100162.000000000000000,롯데쇼핑(주)롯데마트서울역점,20220510092353,U,2022/05/12 02:40:00.000,대형마트,대규모점포,B000011295,서울의료보건고등학교,고등학교,1992/10/02,사립,본교,운영,서울특별시 중구 중림동 324-14,서울특별시 중구 만리재로37길 30,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"78",7.000000000000000,126.9673524546,37.5565184663
효창공원앞역,수도권,경의선,"892",대규모점포,08_25_01_P,"3020000","2012302009507500001","20120313","1",영업/정상,"1",정상영업,,"0220772800",3271.000000000000000,140012.000000000000000,서울특별시 용산구 한강로2가 15번지 19호,서울특별시 용산구 청파로 122 (한강로2가),140012.000000000000000,(주)농협유통하나로클럽용산점,20200427090108,U,2020/04/29 02:40:00.000,대형마트,대규모점포,B000002120,서울남정초등학교,초등학교,1945/11/01,공립,본교,운영,서울특별시 용산구 원효로2가 54-1,서울특별시 용산구 원효로64길 17-10,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"79",10.000000000000000,126.9641636212,37.5363526846
공덕역,수도권,경의선,"2490",대규모점포,08_25_01_P,"3130000","2010313011807500001","20101223","1",영업/정상,"1",정상영업,,"3809414",5687.960000000000036,121802.000000000000000,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),121030.000000000000000,(주)이마트 마포점,20210823094323,U,2021/08/25 02:40:00.000,대형마트,대규모점포,B000001946,서울염리초등학교,초등학교,1983/11/22,공립,본교,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"80",10.000000000000000,126.9479798128,37.5426339812
공덕역,수도권,경의선,"2490",대규모점포,08_25_01_P,"3130000","2010313011807500001","20101223","1",영업/정상,"1",정상영업,,"3809414",5687.960000000000036,121802.000000000000000,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),121030.000000000000000,(주)이마트 마포점,20210823094323,U,2021/08/25 02:40:00.000,대형마트,대규모점포,B000001930,서울공덕초등학교,초등학교,1944/04/11,공립,본교,운영,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"81",8.000000000000000,126.9546593708,37.5454787620
공덕역,수도권,경의선,"2490",대규모점포,08_25_01_P,"3130000","2010313011807500001","20101223","1",영업/정상,"1",정상영업,,"3809414",5687.960000000000036,121802.000000000000000,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),121030.000000000000000,(주)이마트 마포점,20210823094323,U,2021/08/25 02:40:00.000,대형마트,대규모점포,B000001933,서울마포초등학교,초등학교,1911/06/12,공립,본교,운영,서울특별시 마포구 도화동 347-5,서울특별시 마포구 도화2길 64,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"82",4.000000000000000,126.9502151156,37.5402593141
공덕역,수도권,경의선,"2491",대규모점포,08_25_01_P,"3130000","2010313011807500002","20101223","1",영업/정상,"1",정상영업,,2197-1234,5687.960000000000036,121852.000000000000000,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),121852.000000000000000,(주)이마트 마포점,20200429135050,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000001946,서울염리초등학교,초등학교,1983/11/22,공립,본교,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"83",10.000000000000000,126.9479798128,37.5426339812
공덕역,수도권,경의선,"2491",대규모점포,08_25_01_P,"3130000","2010313011807500002","20101223","1",영업/정상,"1",정상영업,,2197-1234,5687.960000000000036,121852.000000000000000,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),121852.000000000000000,(주)이마트 마포점,20200429135050,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000001930,서울공덕초등학교,초등학교,1944/04/11,공립,본교,운영,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"84",8.000000000000000,126.9546593708,37.5454787620
공덕역,수도권,경의선,"2491",대규모점포,08_25_01_P,"3130000","2010313011807500002","20101223","1",영업/정상,"1",정상영업,,2197-1234,5687.960000000000036,121852.000000000000000,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),121852.000000000000000,(주)이마트 마포점,20200429135050,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000001933,서울마포초등학교,초등학교,1911/06/12,공립,본교,운영,서울특별시 마포구 도화동 347-5,서울특별시 마포구 도화2길 64,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"85",4.000000000000000,126.9502151156,37.5402593141
수색역,수도권,경의선,"869",대규모점포,08_25_01_P,"3110000","2009311013107500001","20090928","1",영업/정상,"1",정상영업,,02  69431052,6881.199999999999818,122090.000000000000000,서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동),,(주)이마트 수색점,20200422152022,U,2020/04/24 02:40:00.000,대형마트,대규모점포,B000001897,서울수색초등학교,초등학교,1935/04/01,공립,본교,운영,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"86",5.000000000000000,126.8967435567,37.5836529270
수색역,수도권,경의선,"869",대규모점포,08_25_01_P,"3110000","2009311013107500001","20090928","1",영업/정상,"1",정상영업,,02  69431052,6881.199999999999818,122090.000000000000000,서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동),,(주)이마트 수색점,20200422152022,U,2020/04/24 02:40:00.000,대형마트,대규모점포,B000001950,서울상암초등학교,초등학교,1972/07/10,공립,본교,운영,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353,"7010000",서울특별시교육청,"7031000",서울특별시서부교육지원청,2013/11/29,2022/07/01,2022/09/21,"87",6.000000000000000,126.8940693878,37.5772181320
풍산역,수도권,경의선,"1234",대규모점포,08_25_01_P,"3940000","2012394025707500011","20121121","1",영업/정상,"1",정상영업,,02-380-9414,12545.000000000000000,,경기도 고양시 일산동구 중산동 1809번지,경기도 고양시 일산동구 무궁화로 237 (중산동),10311.000000000000000,이마트 풍산점,20211220140646,U,2021/12/22 02:40:00.000,대형마트,대규모점포,B000004478,하늘초등학교,초등학교,2007/09/01,공립,본교,운영,경기도 고양시 일산동구 중산동 1799,경기도 고양시 일산동구 하늘마을1로 46,"7530000",경기도교육청,"7621000",경기도고양교육지원청,2013/11/29,2022/07/01,2022/09/21,"88",6.000000000000000,126.7889044858,37.6760291550
서초역,수도권,02호선,"1568",대규모점포,08_25_01_P,"3210000","2015321015507500001","20150203","1",영업/정상,"1",정상영업,,02-2145-8000,12066.120000000000800,,"서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층,지하2층)",,,롯데쇼핑(주) 롯데마트 서초점,20220502163013,U,2022/05/04 02:40:00.000,대형마트,대규모점포,B000012055,서초고등학교,고등학교,1984/04/18,공립,본교,운영,서울특별시 서초구 서초동 1504,서울특별시 서초구 반포대로27길 29,"7010000",서울특별시교육청,"7091300",서울특별시강남서초교육지원청,2013/11/29,2022/07/01,2022/09/21,"89",7.000000000000000,127.0054119398,37.4896444564
왕십리역,수도권,02호선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000008420,한양대학교사범대학부속중학교,중학교,1960/01/18,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"90",1.000000000000000,127.0414065538,37.5619099911
왕십리역,수도권,02호선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000008414,동마중학교,중학교,1985/04/26,공립,본교,운영,서울특별시 성동구 마장동 405-45,서울특별시 성동구 마조로11길 18,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"91",2.000000000000000,127.0402432468,37.5627500404
왕십리역,수도권,02호선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000013452,한양대학교사범대학부속고등학교,고등학교,1960/05/15,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"92",1.000000000000000,127.0414065538,37.5619099911
상왕십리역,수도권,02호선,"852",대규모점포,08_25_01_P,"3030000","2008303010307500001","20080627","1",영업/정상,"1",정상영업,,02  22001234,11573.000000000000000,133071.000000000000000,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866.000000000000000,(주)이마트 왕십리점,20200429175256,U,2020/05/01 02:40:00.000,대형마트,대규모점포,B000002355,서울동명초등학교,초등학교,1944/10/10,공립,본교,운영,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29,"7010000",서울특별시교육청,"7134000",서울특별시성동광진교육지원청,2013/11/29,2022/07/01,2022/09/21,"93",2.000000000000000,127.0340420928,37.5666330736
도림천역,수도권,02호선,"2521",대규모점포,08_25_01_P,"3160000","2007316011707500001","20070813","1",영업/정상,"1",정상영업,,"0226182080",11914.000000000000000,,서울특별시 구로구 신도림동 337번지 신도림1차푸르지오,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 (신도림동)",8208.000000000000000,홈플러스(주) 신도림점,20210611103206,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000008160,신도림중학교,중학교,1984/05/06,공립,본교,운영,서울특별시 구로구 신도림동 311-1,서울특별시 구로구 경인로63길 74,"7010000",서울특별시교육청,"7041000",서울특별시남부교육지원청,2013/11/29,2022/07/01,2022/09/21,"94",3.000000000000000,126.8844702102,37.5113256752
도림천역,수도권,02호선,"2521",대규모점포,08_25_01_P,"3160000","2007316011707500001","20070813","1",영업/정상,"1",정상영업,,"0226182080",11914.000000000000000,,서울특별시 구로구 신도림동 337번지 신도림1차푸르지오,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 (신도림동)",8208.000000000000000,홈플러스(주) 신도림점,20210611103206,U,2021/06/13 02:40:00.000,대형마트,대규모점포,B000001972,서울신도림초등학교,초등학교,1982/10/22,공립,본교,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,"7010000",서울특별시교육청,"7041000",서울특별시남부교육지원청,2013/11/29,2022/07/01,2022/09/21,"95",2.000000000000000,126.8840522278,37.5115290767
용두역,수도권,02호선,"1408",대규모점포,08_25_01_P,"3050000","2003305008207500001","20031023","1",영업/정상,"1",정상영업,,"0221738123",12010.000000000000000,130817.000000000000000,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동),130817.000000000000000,홈플러스(주) 동대문점,20210614113440,U,2021/06/16 02:40:00.000,대형마트,대규모점포,B000001841,서울신답초등학교,초등학교,1972/05/09,공립,본교,운영,서울특별시 동대문구 답십리동 463-13,서울특별시 동대문구 천호대로 177,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"96",3.000000000000000,127.0423022440,37.5728993492
용두역,수도권,02호선,"1408",대규모점포,08_25_01_P,"3050000","2003305008207500001","20031023","1",영업/정상,"1",정상영업,,"0221738123",12010.000000000000000,130817.000000000000000,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동),130817.000000000000000,홈플러스(주) 동대문점,20210614113440,U,2021/06/16 02:40:00.000,대형마트,대규모점포,B000008085,숭인중학교,중학교,1975/06/01,공립,본교,운영,서울특별시 동대문구 답십리동 463-1,서울특별시 동대문구 천호대로47길 34,"7010000",서울특별시교육청,"7021000",서울특별시동부교육지원청,2013/11/29,2022/07/01,2022/09/21,"97",4.000000000000000,127.0429457473,37.5739480705
용산역,수도권,경의선,"892",대규모점포,08_25_01_P,"3020000","2012302009507500001","20120313","1",영업/정상,"1",정상영업,,"0220772800",3271.000000000000000,140012.000000000000000,서울특별시 용산구 한강로2가 15번지 19호,서울특별시 용산구 청파로 122 (한강로2가),140012.000000000000000,(주)농협유통하나로클럽용산점,20200427090108,U,2020/04/29 02:40:00.000,대형마트,대규모점포,B000002120,서울남정초등학교,초등학교,1945/11/01,공립,본교,운영,서울특별시 용산구 원효로2가 54-1,서울특별시 용산구 원효로64길 17-10,"7010000",서울특별시교육청,"7061000",서울특별시중부교육지원청,2013/11/29,2022/07/01,2022/09/21,"98",7.000000000000000,126.9648062891,37.5342386871
